mobile_name,rating,ram_rom,display,camera,battery,processor,price,mobile_link
"vivo T3x 5G (Celestial Green, 128 GB)",4.5,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,6000 mAh Battery,6 Gen 1 Processor,"₹14,499",https://www.flipkart.com/vivo-t3x-5g-celestial-green-128-gb/p/itm263ed44f56cd5?pid=MOBGZRNERKDV5ECF&lid=LSTMOBGZRNERKDV5ECFZ1LKDA&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_33&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=ef94fd53-d93a-44af-8b93-c2cc4740bd61.MOBGZRNERKDV5ECF.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme P1 5G (Peacock Green, 128 GB)",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor,"₹13,999",https://www.flipkart.com/realme-p1-5g-peacock-green-128-gb/p/itmae4447062b5b5?pid=MOBGYQ6BEHHQ9H7X&lid=LSTMOBGYQ6BEHHQ9H7XUGYV7T&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_34&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=ef94fd53-d93a-44af-8b93-c2cc4740bd61.MOBGYQ6BEHHQ9H7X.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme P1 5G (Peacock Green, 128 GB)",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor,"₹14,999",https://www.flipkart.com/realme-p1-5g-peacock-green-128-gb/p/itmae4447062b5b5?pid=MOBGZSU4HH7YZW6D&lid=LSTMOBGZSU4HH7YZW6D3I1RBM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_35&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=ef94fd53-d93a-44af-8b93-c2cc4740bd61.MOBGZSU4HH7YZW6D.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme P1 5G (Phoenix Red, 128 GB)",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor,"₹14,999",https://www.flipkart.com/realme-p1-5g-phoenix-red-128-gb/p/itmae4447062b5b5?pid=MOBGZSU4BBYYMSEV&lid=LSTMOBGZSU4BBYYMSEVEEHYG2&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_36&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=ef94fd53-d93a-44af-8b93-c2cc4740bd61.MOBGZSU4BBYYMSEV.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"vivo T3x 5G (Celestial Green, 128 GB)",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,6000 mAh Battery,6 Gen 1 Processor,"₹15,999",https://www.flipkart.com/vivo-t3x-5g-celestial-green-128-gb/p/itm263ed44f56cd5?pid=MOBGZZCDPBFWUMWG&lid=LSTMOBGZZCDPBFWUMWGUSZ5RR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_37&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=ef94fd53-d93a-44af-8b93-c2cc4740bd61.MOBGZZCDPBFWUMWG.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Motorola G85 5G (Cobalt Blue, 128 GB)",4.5,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5000 mAh Battery,6s Gen 3 Processor,"₹16,999",https://www.flipkart.com/motorola-g85-5g-cobalt-blue-128-gb/p/itm3c5fb4da1bfe6?pid=MOBHY9PQ7FGZKVDK&lid=LSTMOBHY9PQ7FGZKVDK4B1TIW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_38&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=ef94fd53-d93a-44af-8b93-c2cc4740bd61.MOBHY9PQ7FGZKVDK.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"vivo T3 Lite 5G (Vibrant Green, 128 GB)",4.4,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.66 cm (6.56 inch) Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor,"₹10,499",https://www.flipkart.com/vivo-t3-lite-5g-vibrant-green-128-gb/p/itm977c89a44d373?pid=MOBHFTYBGJ7RW9ZQ&lid=LSTMOBHFTYBGJ7RW9ZQRJTON0&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_39&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=ef94fd53-d93a-44af-8b93-c2cc4740bd61.MOBHFTYBGJ7RW9ZQ.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"vivo T3 Lite 5G (Majestic Black, 128 GB)",4.4,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.66 cm (6.56 inch) Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor,"₹10,499",https://www.flipkart.com/vivo-t3-lite-5g-majestic-black-128-gb/p/itm977c89a44d373?pid=MOBHFTYBDGMZMT9U&lid=LSTMOBHFTYBDGMZMT9UN8473W&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_40&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=ef94fd53-d93a-44af-8b93-c2cc4740bd61.MOBHFTYBDGMZMT9U.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"vivo T3 Lite 5G (Majestic Black, 128 GB)",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.66 cm (6.56 inch) Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor,"₹11,499",https://www.flipkart.com/vivo-t3-lite-5g-majestic-black-128-gb/p/itm977c89a44d373?pid=MOBHFTYB4ZHAAGFS&lid=LSTMOBHFTYB4ZHAAGFS9V33ZB&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_41&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=ef94fd53-d93a-44af-8b93-c2cc4740bd61.MOBHFTYB4ZHAAGFS.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Motorola Edge 50 Fusion (Marshmallow Blue, 128 GB)",4.5,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,5000 mAh Battery,7s Gen 2 Processor,"₹20,999",https://www.flipkart.com/motorola-edge-50-fusion-marshmallow-blue-128-gb/p/itmf88eea5799a27?pid=MOBGXTYZEZSZQE7W&lid=LSTMOBGXTYZEZSZQE7WIBXLBI&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_42&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=ef94fd53-d93a-44af-8b93-c2cc4740bd61.MOBGXTYZEZSZQE7W.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"vivo T3 Lite 5G (Vibrant Green, 128 GB)",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.66 cm (6.56 inch) Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor,"₹11,499",https://www.flipkart.com/vivo-t3-lite-5g-vibrant-green-128-gb/p/itm977c89a44d373?pid=MOBHFTYBA6V3RVZE&lid=LSTMOBHFTYBA6V3RVZE3H4WTW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_43&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=ef94fd53-d93a-44af-8b93-c2cc4740bd61.MOBHFTYBA6V3RVZE.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Apple iPhone 15 Plus (Blue, 128 GB)",4.6,128 GB ROM,17.02 cm (6.7 inch) Super Retina XDR Display,48MP + 12MP | 12MP Front Camera,"A16 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹66,999",https://www.flipkart.com/apple-iphone-15-plus-blue-128-gb/p/itm4022c14383050?pid=MOBGTAGPE4F2HAW7&lid=LSTMOBGTAGPE4F2HAW7NDYSPY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_44&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=ef94fd53-d93a-44af-8b93-c2cc4740bd61.MOBGTAGPE4F2HAW7.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Motorola G85 5G (Urban Grey, 128 GB)",4.5,8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5000 mAh Battery,6s Gen 3 Processor,"₹16,999",https://www.flipkart.com/motorola-g85-5g-urban-grey-128-gb/p/itmd537bad93eed7?pid=MOBHY9PQHVCM54FH&lid=LSTMOBHY9PQHVCM54FHI6UBP0&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_45&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=ef94fd53-d93a-44af-8b93-c2cc4740bd61.MOBHY9PQHVCM54FH.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Motorola g64 5G (Pearl Blue, 256 GB)",4.2,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP (OIS) + 8MP | 16MP Front Camera,6000 mAh Battery,Dimensity 7025 Processor,"₹14,999",https://www.flipkart.com/motorola-g64-5g-pearl-blue-256-gb/p/itm1e0225e79669e?pid=MOBGY2JUZFHY6ZZP&lid=LSTMOBGY2JUZFHY6ZZPTRCYFP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_46&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=ef94fd53-d93a-44af-8b93-c2cc4740bd61.MOBGY2JUZFHY6ZZP.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"REDMI 13C (Starshine Green, 128 GB)",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5000 mAh Battery,Helio G85 Processor,"₹7,299",https://www.flipkart.com/redmi-13c-starshine-green-128-gb/p/itmc4f0763fb3a50?pid=MOBGW4HKUXHFDYU2&lid=LSTMOBGW4HKUXHFDYU2WMFCCU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_47&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=ef94fd53-d93a-44af-8b93-c2cc4740bd61.MOBGW4HKUXHFDYU2.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Motorola g45 5G (Viva Magenta, 128 GB)",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Snapdragon 6s Gen 3 Processor,"₹11,999",https://www.flipkart.com/motorola-g45-5g-viva-magenta-128-gb/p/itm4fcac185bc02b?pid=MOBH3YKQMPVFBUB5&lid=LSTMOBH3YKQMPVFBUB5BQUMDM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_48&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=ef94fd53-d93a-44af-8b93-c2cc4740bd61.MOBH3YKQMPVFBUB5.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"vivo T3x 5G (Sapphire Blue, 128 GB)",4.5,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,6000 mAh Battery,6 Gen 1 Processor,"₹14,499",https://www.flipkart.com/vivo-t3x-5g-sapphire-blue-128-gb/p/itm263ed44f56cd5?pid=MOBH4EACUN3RESHP&lid=LSTMOBH4EACUN3RESHPLITWXO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_49&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=df8e6591-61aa-4f12-ac55-476e4fc99ba1.MOBH4EACUN3RESHP.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Motorola G85 5G (Olive Green, 256 GB)",4.4,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,50MP + 8MP | 32MP Front Camera,5000 mAh Battery,6s Gen 3 Processor,"₹18,999",https://www.flipkart.com/motorola-g85-5g-olive-green-256-gb/p/itm59b2d8db7fe04?pid=MOBHY9PQ7B5GYJRX&lid=LSTMOBHY9PQ7B5GYJRXZQFQGK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_50&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=df8e6591-61aa-4f12-ac55-476e4fc99ba1.MOBHY9PQ7B5GYJRX.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"vivo T3x 5G (Crimson Bliss, 128 GB)",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,6000 mAh Battery,6 Gen 1 Processor,"₹15,999",https://www.flipkart.com/vivo-t3x-5g-crimson-bliss-128-gb/p/itm263ed44f56cd5?pid=MOBGZZCDVNWUZSPJ&lid=LSTMOBGZZCDVNWUZSPJJQS1G5&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_51&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=df8e6591-61aa-4f12-ac55-476e4fc99ba1.MOBGZZCDVNWUZSPJ.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme P1 5G (Feather Blue, 256 GB)",4.4,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor,"₹18,999",https://www.flipkart.com/realme-p1-5g-feather-blue-256-gb/p/itmae4447062b5b5?pid=MOBH4GSK9KY3PHFY&lid=LSTMOBH4GSK9KY3PHFYXNBGLF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_52&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=df8e6591-61aa-4f12-ac55-476e4fc99ba1.MOBH4GSK9KY3PHFY.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Motorola g45 5G (Brilliant Green, 128 GB)",4.4,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Snapdragon 6s Gen 3 Processor,"₹9,999",https://www.flipkart.com/motorola-g45-5g-brilliant-green-128-gb/p/itmea776005fcb7e?pid=MOBH3YKQ5VYSGB5E&lid=LSTMOBH3YKQ5VYSGB5ELSP5CG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_53&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=df8e6591-61aa-4f12-ac55-476e4fc99ba1.MOBH3YKQ5VYSGB5E.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Motorola g64 5G (Red Berry, 256 GB)",4.2,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP (OIS) + 8MP | 16MP Front Camera,6000 mAh Battery,Dimensity 7025 Processor,"₹14,999",https://www.flipkart.com/motorola-g64-5g-red-berry-256-gb/p/itmb96614e89f514?pid=MOBH35Z74ZMRYPFT&lid=LSTMOBH35Z74ZMRYPFTPQI9UZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_54&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=df8e6591-61aa-4f12-ac55-476e4fc99ba1.MOBH35Z74ZMRYPFT.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Motorola Edge 50 Fusion (Forest Green, 128 GB)",4.5,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 13MP | 32MP Front Camera,5000 mAh Battery,7s Gen 2 Processor,"₹20,999",https://www.flipkart.com/motorola-edge-50-fusion-forest-green-128-gb/p/itm44a2f982e2d64?pid=MOBHYVFVK9NTTND2&lid=LSTMOBHYVFVK9NTTND2PP8RIV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_55&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=df8e6591-61aa-4f12-ac55-476e4fc99ba1.MOBHYVFVK9NTTND2.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme P1 5G (Phoenix Red, 256 GB)",4.4,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor,"₹18,999",https://www.flipkart.com/realme-p1-5g-phoenix-red-256-gb/p/itmae4447062b5b5?pid=MOBGYQ6BTTCWZYYD&lid=LSTMOBGYQ6BTTCWZYYD9LV1JO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_56&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=df8e6591-61aa-4f12-ac55-476e4fc99ba1.MOBGYQ6BTTCWZYYD.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme P1 5G (Peacock Green, 256 GB)",4.4,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor,"₹18,999",https://www.flipkart.com/realme-p1-5g-peacock-green-256-gb/p/itmae4447062b5b5?pid=MOBGYQ6BMZHJBQSN&lid=LSTMOBGYQ6BMZHJBQSNQ5LHLN&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_57&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=df8e6591-61aa-4f12-ac55-476e4fc99ba1.MOBGYQ6BMZHJBQSN.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme P1 5G (Feather Blue, 128 GB)",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor,"₹14,999",https://www.flipkart.com/realme-p1-5g-feather-blue-128-gb/p/itmae4447062b5b5?pid=MOBH4GSKTWXF8GH3&lid=LSTMOBH4GSKTWXF8GH3THMYM8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_58&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=df8e6591-61aa-4f12-ac55-476e4fc99ba1.MOBH4GSKTWXF8GH3.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"vivo T3x 5G (Sapphire Blue, 128 GB)",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,6000 mAh Battery,6 Gen 1 Processor,"₹15,999",https://www.flipkart.com/vivo-t3x-5g-sapphire-blue-128-gb/p/itm263ed44f56cd5?pid=MOBH4EAC8GFJXHHP&lid=LSTMOBH4EAC8GFJXHHPMYAKQS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_59&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=df8e6591-61aa-4f12-ac55-476e4fc99ba1.MOBH4EAC8GFJXHHP.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme P1 5G (Feather Blue, 128 GB)",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor,"₹13,999",https://www.flipkart.com/realme-p1-5g-feather-blue-128-gb/p/itmae4447062b5b5?pid=MOBH4GSKATGPQSAU&lid=LSTMOBH4GSKATGPQSAUXI0KNN&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_60&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=df8e6591-61aa-4f12-ac55-476e4fc99ba1.MOBH4GSKATGPQSAU.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"realme P1 5G (Phoenix Red, 128 GB)",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor,"₹13,999",https://www.flipkart.com/realme-p1-5g-phoenix-red-128-gb/p/itmae4447062b5b5?pid=MOBGYQ6BXSENZRV3&lid=LSTMOBGYQ6BXSENZRV35OQT6P&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_61&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=df8e6591-61aa-4f12-ac55-476e4fc99ba1.MOBGYQ6BXSENZRV3.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"Motorola Edge 50 Pro 5G with 125W Charger (Vanilla Cream, 256 GB)",4.4,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP + 13MP + 10MP | 50MP Front Camera,4500 mAh Battery,7 Gen 3 Mobile Platform Processor,"₹29,999",https://www.flipkart.com/motorola-edge-50-pro-5g-125w-charger-vanilla-cream-256-gb/p/itmcf93f5887df59?pid=MOBH2YWHUNBFDHPW&lid=LSTMOBH2YWHUNBFDHPWMRBJU3&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_62&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=df8e6591-61aa-4f12-ac55-476e4fc99ba1.MOBH2YWHUNBFDHPW.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
"POCO C65 (Matte Black, 128 GB)",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.12 cm (6.74 inch) HD+ Display,50MP + AI Lens + 2MP | 8MP Front Camera,5000 mAh Battery,Helio G85 Processor,"₹6,799",https://www.flipkart.com/poco-c65-matte-black-128-gb/p/itm8ea3d87aa6c0c?pid=MOBGVVTXAFHYHDZS&lid=LSTMOBGVVTXAFHYHDZSAWJINA&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_3_63&otracker=AS_Query_TrendingAutoSuggest_6_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_6_0_na_na_na&fm=search-autosuggest&iid=df8e6591-61aa-4f12-ac55-476e4fc99ba1.MOBGVVTXAFHYHDZS.SEARCH&ppt=sp&ppn=sp&ssid=47ad98mqkg0000001728142629191&qH=eb4af0bf07c16429
